,comment_text
93615,":Allotropes 
 :: Greenwood describes more allotropes. these are described in the selenium article. The staement about one of the red allotrpes is at odds with Greenwood where he says that three red monoclinic allotrpes consist of puckered Se8 rings.  As an aside α-Po has a unique structure for an element."
4859,Chungho is actually spelled Jhonghe See:  and
71100,"19, 7 August 2008 (UTC) 
 :::::Response to Signsolid; No, it is for you to establish consensus for change of established content, not for people to argue for keeping the status quo.   15:21"
21250,REDIRECT Talk:Norwegian Main League 1956–57
32979,"I was looking at picking out our articles for our references portion and I found 2 that I liked.  http://www-tandfonline-com.ezproxy.lib.ndsu.nodak.edu/doi/full/10.1080/15213269.2015.1011341, http://www-tandfonline-com.ezproxy.lib.ndsu.nodak.edu/doi/full/10.1080/15213269.2010.547833, and there is also a journal based on media psychology which I have been reading through the last few days.  It has so much information about all of the sub fields of media psych."
47193,""" 

 ==Robb?== 
 The list includes """"Robb, California (WC-2"""" under quarterbacks. After adding Walter A. Gordon's first name, I looked for Robb's, but haven't been able to turn up anything.  Walter Camp's lists only show the last names.  Gordon's article and CalBears say that Gordon was Cal's first All-American, without saying anything about another choice from the Golden Bears the same year. The CalBears site and others  don't list any """"Robb"""" from 1918 or other years. The 1918 UC Register lists only one female Robb. Does anybody have a better source to confirm or deny that such a person existed? And, if he did, what his full name was?  """
6539,"Willy on WHAT!?  Myself, Johnowenlangham and Orchardbank are three completely different people.  I know Johnowenlangham, and I can assure you that himself and myself are not the same person.  Orchardbank is also more than twice my age, so it's very unlikely.  I can't believe you'd even think that.  And who on Earth is WoW?"
66105,""" 

 == R-Kioski == 

 Hi there! About this edit - it was an automated bot that removed your addition, not a human. It's quite rare that the bot makes false positives, so it looks like you were unlucky. To decrease your chances of getting reverted by the bot, I recommend citing your sources for your edits. If you have any questions, just ask me on my talk page. All the best.  —   """
144233,eat shit loser hahatoo
64569,Hey ESkog Why'a gotta be such a little faggot? Paul Morrison you're father or something. Where do you get youre facts from fuck face? Why dont you go suck on the barrel of a loaded pistol you cocksucking   piece of Kansas debris.
36278,""" 
 :: You are a sock troll IMO. Radio, get a life!  |  """
38266,""", 26 April 2008 (UTC) 
 ::::As regards that email - I'm happy to let the first half (wikistalking etc) lie and see how all that pans out in future.  The second half - the meat-puppetry stuff - might be old but I think it could be a factor in cases like the above IP.  Especially the targeting of myself and of WP:GS   16:33"""
90182,"So just because a woman cuts her boobs off and stitches a little something on, does that really make her a man?  Sorry, this is a woman that is just really confused."
85392,""" 
 :Addendum: In the time that I took to write this, two people already opposed the RfA, both citing the page I linked to above. Please don't take any of this personally. As I said, no one has ever received the mop after just two months.   """
82424,""" 

 ==RKN== 
 I've never created a category before, so wanted your feedback before I do. I'm thinking of creating a master category for R. K. Narayan similar to Category:William Faulkner. Malgudi and the soon to be created List of characters and places in Malgudi will not belong to any current RKN cats, and it might be good to roll-up the novel and short story cats into this. What say you? cheers. -SpacemanSpiff‡ """
45266,:::  It has been two months so far.
133536,""" 
 :::The top of the article discusses uses and meanings of """"homophobia."""" The fact that """"homophobia"""" is used as an ad hominem attack is common knowledge and belongs at the top of the article with other common uses of the word. Not including it at the top with the other uses shows bias and POV. Additionally, the fact that its misuse (identifying anyone who opposes homosexuality as being necessarily motivated by fear) is a misnomer should also be at the top of the article, again, with the discussion of other uses of the word. Not including the fact that homophobia is often used as a misnomer at the top of the article violates neutrality, accuracy, and completeness. 
 :::The people and organizations cited are mental health professionals  psychiatrists and psychologists  working specifically in the field of homosexuality. They are experts and by Wikipedia standards, reliable sources. Experts disagree. Remember, this is a controversial topic. You should expect disagreement, even among experts. Disagreement (especially on a controversial topic) doesn't make either side wrong. Excluding facts, which disagree with your POV, violates the principles of Wikipedia."""
36693,""" 
 as I have stated that te arabic name of Egypt Misr meand Directly in Arabic """" a state """" or """" a country"""" and the Plural in arabic """" Amsar """" means States or Countries.  

 this is Documented in all mother Arabic Dictionaries such as """"lesan Alarab"""" or """"Arabs' toungue"""" which was writted hundreded of years ago  

 I dont consider changing the fact that it is related to Hebrew vandalism , it is correction . 

 So I demande to unblock me.  

 many thanks"""
5856,""" 

 == Question == 

 Since I might be biased here, I'm seeking your input: look at the edit history if White South African and tell me whether or not words like """"spurious"""" are NPOV. I just gave a 3RR to  to , but don't want to revert again. thanks.   """
97550,""" 
 :: I wouldn't object to use of the source, but it seems to give an inappropriate emphasis to what was probably only ever a journalistic conceit. This is an encyclopedia so use of terms like """"ice man"""" in the context of scientists doing their job of studying the climate doesn't seem right. Or are we going to refer to entomologists by the journalistic name """"bug man""""?  """
87659,so you smell really bad
137684,""" 

 ==Sexism?== 
 In high school my cousin was awarded soem award for Journalism and so on. She placed 2nd in the competition and when she was given her award by Tom Davis, he said that she was only the token for the contest. E  """
130735,""" 
 ::::After having read the article (admittedly not every word of it yet; it's pretty long; but enough to """"get it"""") I have a suspicion that the point Wavelength is trying to make is not quite the point that Richard Lewontin was making.  But first it would help to know, Wavelength, what point are you trying to make?    """
110895,"== Vandalism == 

 The article just got vandalized by some idiot I'll get it fixed."
125096,""" 

 :Oliszydlowski: Please be so kind as to reply to the above. You are editing again - but your first priority should be to explain all your edits at Wikipedia:Contributor copyright investigations/20150107. Currently other editors have to spend their time and review your edits, while you seem to not have replied to them (us). . | """
144675,"The word 'Welcome' in the middle of the third paragraph above, should read ''"
142274,<Only a jew would do this shit!
33785,"== Dimensions == 

 There are some disagreements between references so I have relied on the official Vossloh specification. Weight is given as 85 tons. Should this be 85 tonnes? I see the starting tractive effort of 317 kN is greater than that of a Western, which is quite impressive."
126994,"== More socks == 

 These are NCV-like vandals (the Guinness history is full of hundreds of such contribution), but possibly someone else.    

 *  
 *  
 *  
 *  
 *  
 *  
 *  
 *  
 *  
 *  
 *  
 *  
 *  
 *"
152962,"fuck, go ahead and block me you tosser. you think i give a rats ass about being blocked?"
52832,""" 

 :I am not sure I understand entirely what you're trying to say, but this Schism is not just an event of the past, it is also a fact today, It is a Schism between the the Western and Eastern Churches today. This article does not refer just to the event(s) which happened in 1054 (although there are some other """"candidate"""" dates as 1014, 1204, but their less popular), it refers mainly to the schism/separation (as a fact now, not the historic event) and it tries to explain why this Schism (as a fact) is still present today. Maybe its name it's not well chosen, but this is what the current article shows, do you think it needs renamed to """"East-West schism""""? Also, since I am not an english native speaker, it may be possible that I don't notice the name problem. There is also a an article History of the East-West Schism offering more detailed information on the historical events which. Since it is a religious schism (as a fact), it makes sense for theological matters to have most importance here, the history section of the schism deals mainly with the question on how these theological differences appeared in history. This schism (as a fact) exists today because of the theological differences (for example, the schism (as a fact) would end nearly instantly (despite all other sad historical events), if the Pope in (Elder) Rome would become an Orthodox theologian, I'm sorry if this example upsets other users, I was only trying to emphasize the importance of the Theological differences.) Regarding, the section in dispute, in my opinion the section should stay until other users add the view of the """"Western Church"""", as far as I know wiki articles are not made overnight, they are made/improved continuously (at least, as long Wikipedia will be).   """
148445,"*I'd go further and say that the whole section is complete bunkum, especially the stuff about consciousness affecting the outcome of the double-slit experiment, which is a preposterous misreading of quantum mechanics. ▫"
118503,"""Proposed Rating: B-class. The reason: This article covers some good solid detail about Billy Beane's career as a player and then, more importantly, as a manager. It is extremely concise, and naturally someone as controversial as Beane could receive more detail. But at the same time, there are not glaring omissions, unless you wanted more """"moneyball"""" style explanation of his philosophies."""
107063,"""I think that this page ought to be merged with the """"Voodoo"""" page. That page already covers the voodoo folk beliefs of the southern U.S. 
  """
104142,"== I hate Clifford ... == 

 Yeah, I wondered if something else were up there ... Thanks; I'll block as SSP."
116624,"You people make me Sick!!!! 

 You damn facist cesoring jerks! You all deserve to live in a communist society!!!!! Damn you all damn you alla to helll nad baccccck!!!!!!!!!!!!"
150528,""" 
 :::::::As you have acknowledged, you made a personal attack. Your numerous arguments as to why your breech of our policy is not a problem do not change this. Don't do it again. -   """
22800,""" 
 :A demographics article would probably help, and be useful in any event, but equally I'm slightly wary, as noted, of the risk of heading down the road of making a definitive split between """"real"""" ethnic Cornish people, and others who live in the county. There's a whole range of """"Cornishness"""" of course - people whose families have lived their for centuries and who buy in wholeheartedly to a non-English Cornishness; those who can trace a similar ancestry but don't have much truck with it; those who moved more recently but have signed up to the idea; those who consider themself both English and Cornish; those who would claim to be """"Cornish"""" but don't mean much more by that than that they happen to live in the county etc etc. As long as this article tones down the claims it makes from the intro onwards, it can plausibly cover that whole range. However, I don't see how it can claim to be a """"Good Article"""" when it has this level of fundamental problems, relating to the very definition of what it purports to describe. I'd suggest, as I have previously, something along the lines of the following, which simply waters down the current wording somewhat - """"The Cornish are the people of Cornwall, a region and county of England that has historically seen itself as to some extent distinct from the rest of England, having more in common with the other """"Celtic"""" parts of the United Kingdom such as Wales/retained its own Celtic identity. For some, the Cornish represent a distinct ethnic group within the UK that can trace its roots to the ancient Britons who inhabited central and southern Britain, and many in the county today continue to assert a distinct identity, separate or in addition to their identities as English or British."""" ''' /''' """
143187,"I don't care WHO adds the info the JW page....the largest site on FB where breaking news happens and with over 15,000 members deserves to listed under external sites....if you don't like my user name....go ahead and just add the info yourself...Please. ;-)  
 http://www.facebook.com/pages/Jehovahs-Witnesses-News-Library-History-Videos-Talks-Illustrations/252294947042"
54574,""" 

 ::::""""Ghost studies"""" and """"Palm reading"""" may well attract a pseudoscience tag. But """"Ghosts"""" and """"Palms"""" can not. Likewise, UFOlogy might attract a pseudoscience tags, but UFOs also can not. To overgeneralise that everything to do with ghosts and UFOs is pseudoscience is quite unscientific.  """
121005,""" 

 ==Orphaned fair use image (Image:Archived.jpg)== 
 Thanks for uploading Image:Archived.jpg. The image description page currently specifies that the image is non-free and may only be used on Wikipedia under a claim of fair use. However, the image is currently orphaned, meaning that it is not used in any articles on Wikipedia. If the image was previously in an article, please go to the article and see why it was removed. You may add it back if you think that that will be useful. However, please note that images for which a replacement could be created are not acceptable under fair use (see our fair use policy). 

 If you have uploaded other unlicensed media, please check whether they're used in any articles or not. You can find a list of 'image' pages you have edited by clicking on the """""""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any fair use images not used in any articles will be deleted after seven days, as described on criteria for speedy deletion. Thank you.  """
136968,Suck a dick. Like canada disco spinster you faggot
150350,"""Welcome! 

 Hello, and welcome to Wikipedia. Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: 
 *The Five Pillars of Wikipedia 
 *How to edit a page 
 *Editing, policy, conduct, and structure tutorial 
 *Picture tutorial 
 *How to write a great article 
 *Naming conventions 
 *Manual of Style 
 *Merging, redirecting, and renaming pages 
 *If you're ready for the complete list of Wikipedia documentation, there's also Wikipedia:Topical index. 
 I hope you enjoy editing here and being a Wikipedian! By the way, please be sure to sign your name on Talk and vote pages using four tildes (~~~~) to produce your name and the current date, or three tildes (~~~) for just your name. If you have any questions, see the help pages, add a question to the village pump or ask me on my Talk page. Again, welcome! 
   July 2, 2005 21:41 (UTC) 
 ==:Image:DSCN0571a.sized.jpg== 

 {| align=center border=0 cellpadding=4 cellspacing=4 style=""""border: 2px solid #FF5500; background-color: #F1F1DE"""" 
 |-  
 | Image deletion warning 
 | The image Image:DSCN0571a.sized.jpg has been listed at Wikipedia:Possibly unfree images. If the image's copyright status cannot be verified, it will be deleted. If you have any information on the source or licensing of this image, please go there to provide the necessary information. 
 |} 
   July 2, 2005 21:41 (UTC)"""
55399,Rush In (Where Angels Fear to Tread)|Fools
16076,lslslskfufguerto8tb utyt r5 yg
10576,REDIRECT Talk:List of RPM number-one dance singles of 1999
12431,"== My dick is in your mouth!!! == 

 I'm cumming in your big fat ass!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
88692,"Requests 
 even tho nb knows me, u can still ask me to look at the following pages:"
134857,"""This article reads as if it was written by an Immersial lawyer, to help its pending case against Sony.  

 """"Some of the popular products carrying Immersion technology include the force feedback controllers for Xbox, and most consumer grade force-feedback joysticks."""" 

 This company sued Microsoft and everyone with a rumble pack over an old patent, and since Microsoft settled out of court, it's now """"Immersion technology"""", despite then having nothing to do with the development."""
37724,":::How is it possible that the old format violated anything since it was in use 5-10 years? The first question should be: why someone has changed something which was very good into something confusing?  18:03, 30 March 2015"
69308,""" 
 ::Nothing to critisize [sic]? *cough*shill*cough* Hope your spelling and grammar have improved since you wrote this. Seriously, there's plenty to criticize, and a great deal of it has to do with spreading the programming too thin to accommodate the seemingly endless rebranding, which isn't solely a Discovery Channel issue, BTW.''''''  
 """
106088,"Hey, you're right. It's really very stupid to tag nominated templates within template bodies. That really looks dumb. I'm glad you pointed that out. I hope you will work with me to bring Netoholic around to our side of the table on this one  you know, he was here only six months ago  check it out  and perhaps with a little encouragement, he might come back.  

 But for now, our inflexible policy is to tag all templates right on their bodies. No exception is made for templates that are highly visible. Indeed, it could be argued that in such cases, it is even more vital to be sure that the largest number of users become aware that the nominated template is, indeed, up for deletion.  

 Please do not remove the prescribed tag from the nominated template until a decision has been made to retain the template. Thank you. —  09:18, 2005 Apr 7 (UTC) 

 == Let it be == 

 ::I have come to believe that {tfd} is entirely unnecessary and a menace to the project. I have not recently tried to alter the TfD process itself  as you have done  without the consent of others. I have merely nominated for deletion a template which I find is useless, dangerous, unattractive, and boring.  

 ::How big is this fight to you? You have attempted to reopen debate on {divbox}. Shall the matter be permitted to fester indefinitely? We have a policy and a workflow, and thus far, it has not been subject to edit war or seriously rude debate. Thus far, discussion has revolved around the proper place for, and for that matter, need for, {tfd}  the tag itself, not the process. And the debate over {divbox}, while not harmonious, ended without anybody screaming at anybody else that {divbox} was the anti-Christ, or its nomination for deletion equivalent to genocide.  

 ::Seven days is as long as a template is allowed to sit and stew; after that time, it is free to go peacefully. Do you want to call that into question, too?  

 ::As for tagging Template:Tfd, I'm sorry: {tfd} is not above the law. It is a template like any other, subject to all the same rules and the same level of scrutiny. You don't like what happens when it is tagged for deletion? Sweat it out like every other poor bastard with a dog in the fight. With any luck, a sudden surge of support for its deletion will not come in at the last minute, and you can then correctly remove the tag from the template, archive the discussion, and breath freely for another month.  

 ::Proposing Wikipedia:Votes for deletion itself for deletion is not relevant, or even illustrative. The action of nominating Template:Tfd for deletion does not call into question the page, Wikipedia:Templates for deletion. I think it's obvious that they are two separate and independent pages. Nor does the process of TfD depend inevitably on the tag {tfd}. For one, I have offered a new tag, , which is far more suitable for our purposes, as well as more attractive; for two, I am hardly convinced any tag at all is desireable; I am now leaning toward direct notification.  

 ::I despise threats, and I do not begin with you. Please allow me to believe I have given you sufficient notice that I view your recent actions in the harshest light. Despite all appearances of solidity, Wikipedia is a tiny, fragile ship afloat on a raging sea of chaos. We do not need to begin to violate policy simultaneously with editing that policy. It would take only a small number of sufficiently angry users to drag this project to a screeching halt. This is not a threat of mine whatever; but something I fear the subhumans will do if you  and I  give them sufficient cause to believe that the rule of common sense in harness with customary procedure no longer holds.  

 ::To risk annoying you with repetition, I am not threatening you: I will do such-and-such if you keep fooling with the way things are done. I am sharing my fears that if we persist in slugging it out, then our fight  together with the dozen similar feuds raging in one corner or another of this project's infrastructure  will eventually corrode and bring down the entire project upon our heads.  

 ::Let it be. I'll bet Netoholic will, too, if you do. He's too smart to go that far out on a limb. Let {divbox} go; and when its seven days have expired, I shall allow {tfd} its freedom, too. Perhaps you and I can then work together on ways to improve the entire process, and perhaps avert this kind of damn silly thing in future. —  09:18, 2005 Apr 7 (UTC)"
73670,*Done - please let me know if there gets to be a vandalism problem with the article.
128247,"I'm never going to learn wikipedia because anyone can edit this page and every other page and say whatever they want. 

 The idea of wikipia is awesome, but the truth is that no institution of higher learning is or will ever acknowledge this site. 

 And neither will I.... I enjoy the information, but everything on this site is 50% true. I don't give a fuck about talk pages or whatever bullshit you got in mind.... this site is 50% bullshit. Period."
149046,""" 

 == May 2014 == 
 """
72090,way shold p be like ahhhhh it and they shuld be crain for vampire knight
41674,* would love spend time finding you the examples there are thousands of them created in earlier times but I'm trying to stop idiots deleting notable articles because they havent been wikified
18013,"his father was Lithuanian Jewish immigrants Litvaks from Gomel, today's Belarus== 
 from former Lithuania. 

 =="
114027,""" 
 **Well, that being the case, I can probably find enough reliable third-party sources to cite most, if not all of the plot summary. However, there are small details in there that I might not be able to find sources for, at least without using the primary sources I brought to your attention. I'll work on it a bit, but if I have to tear up and chop up the existing summary too much to make it conform, then I'm not going to bother, because I don't want to make the article worse than it currently is just to address an objection that isn't actually in violation of any rules. If I'm able to source the whole thing without facing this problem, I'll get back to you. Otherwise, I'll move on. Thanks! —   """
6488,"(UTC) 
 *support  0:21 2 May 2009"
121766,"""*""""Affective-cognitive consistency and thought-induced attitude polarization"""" in Journal of Personality and Social Psychology 
 """
140160,:no objections. Cheers
67674,REDIRECT Talk:Beyoncé Knowles discography/Archive 1
91933,(the negative side of)
114183,"== Brainwashing and Mind Control == 
 Please take part at the merge vote under Talk:Mind control#Merge vote"
41983,Wrong again. Jiriaya implied to Naruto that those are insomnia rings. His eyelids are black because he didn't sleep after he was boen. NEVER. Not because of Shukaku. Shukaku is a DOG not a RACOON.
108379,"← Only if you let it get to you, love. Frankly I say let him shit the bed. The community will put up with him until they've had enough. In the meantime there are numerous other things one can indulge oneself with."
122692,""" 

 == What the hell are you doing? == 

 I'm not sure if you are the administrator of The Citadel page, but if you are, who the hell do you think you are?  Do you wear the Band of Gold, becuase if you do, you should be ashamed by the poor representation of MY school that you have given to the world.  Maybe you don't care about The Citadel's image... Maybe you are one of the few remaining idiots who wish to revert the school back to its prehistoric days of hate and mediocracy... """"An Undemanding Academic Load?""""  Your comments on knob life and of course, on the presence of women (if you don't like it, then we don't need you writing about our school)?  Let's not forget about the childish use of grammar and random ideas haphazardly placed throughout... not to mention one-liners about the honor code, but a paragraph about blitzing brass... which do you think is more important for the public to read about?  This page won't service cadets and grads, but rather outsiders who are trying to learn about the school... the page that is up there is disgraceful and will give a horrible image to anyone who comes across it.  I'm sorry for this if you are indeed not resposible for the content, but I did notice that you had reverted the vital changes that I made in hopes of putting forth the proper image of The Citadel to those that wish to read about it.  Please think twice before placing such ignorant comments on the internet about a place as special and honorable as The Citadel. 

 Regards  

 India 05 grad"""
6147,"==Please stop removing my questions here== 

 A person (Parsecboy) keeps removing my questions from the talk page here. Please send another admin to discuss this. This is not right."
131796,""" 

 == RFMS pictures == 

 Please see the bottom of my talk page - two RFMS pictures have been tagged as copyvios. @20 """
30202,"==AfD of article you prodded.== 

 The article you prodded recently, Centre for European Reform is being considering for deletion."
132120,"==BUG REPORT== 

 this bot has a bugged me 

 hep pleas"
42230,":::: Thanks for the information! I had heard the other variations, but didn't know about  ayyaṅkār; is that a legitimate variant, or a mistake in our article ? 
 ::::That aside, I agree that all this detail is unnecessary and distracting in the lede sentence, and we should include it either in a box on the lines of , or add a section on etymology and pronunciation of Iyengar. Would you like to take the lead in writing up the section/box ? (With my kindergarten level of knowledge of Tamil script, I am sure to introduce more error than is typical even for wikipedia.)"
146700,""" 
 :::Do other university's articles mention every little discovery in their research departments?—  """
129794,Timothy Usher keeps playin ggames and keeps reverting the new cited edits back to the old version. Please suspend his account. . He is a complete jerk.
4281,"When someone is both head of govt and head of state, shouldn't they be in both lists?  Nancy Pelosi is not listed here, so if Hillary Clinton is elected pres, she would be, correct?  —"
131915,Wtf BIOTCH why YA gotta UN do my shit Fam ?! Like yo username is irrelevant so stfu b b4 I come up and uppercut yo ass in 3D to the Unfabulous theme song  playing in the back.
146047,""" 

 == Fat Bastard == 
 I think we should start a new category of """"Fat Bastards with too much money who spend all their time crapping on & are allergic to philanthropy""""; suggest Gina as a good first inclusion"""
78967,::You're welcome?  ·
115810,""" 

 == Topic Ban == 

 I thought the thing was over and I just finished reading the discussion.  The others were right of course, I was aware of the sanction and by participating in an Arb-Com thingy I demonstrated that I was.  So since your original statement said that you thought I merited the specific topic ban that you recently meted, and were constrained only by the technicality, your original statement would naturally stand.  I would have said that earlier if I had seen it.   

 Anyway, there is plenty to edit at the fringes, not specifically in the I-P area.  I really don't think it a fair decision mostly for the reasons that I pointed out in my defense, but I of course accept it. I appreciate and thank you that you tried to argue for 1RR.  But of course that would have been against your better judgment. I also noticed that you were under an incredible amount of pressure from Nableezy's """"supporters"""".  I did warn you that he was """"well-liked"""" by both sides, and intelligent as well.  

 I believed, and still believe, that the """"other side"""" played  (and continues to play & 'will' continue to play) tag team, and that they come to each others' defense, not only on these arbitration matters, but on AfD boards, 3RR boards, ANI, and other boards  as well as in specific articles as needed.  All that is required is having one player more than the other side to make sure that one side's revert or POV """"sticks.""""   And they control the whole I-P area by sheer virtue of numbers and tenacity, all the while complaining that they have a disadvantage in numbers, due to the fact that the whole of the Israeli Mossad spends most of its time here at WP.  In fact, there are many, many more editors editing in the IP area or enforcing WP rules in the area that are sympathetic to the anti-Israel """"narrative"""" than those that are sympathetic to it. It is the dominant viewpoint taught in universities by professors who use their credentials to push their political beliefs in the classroom.  WP doesn't really have an answer to this either.   This means it will be especially hard to have any balanced articles in the area at all, and why the conflict can never be fairly resolved.  I wish I could implement some ideas.  WP needs some new ideas in this area.   Best wishes,   """
149436,:I too will report any user that through his AOL proxy sock-puppets continues to violate the WP:3RR or protected page policies.
65755,"Yet another video game franchise Uwe boll has butcherd. FUCK YOU BOLL YOU UTTER, TALENTLESS SHIT."
58454,"==OUTLINE== 

 Definition / Basics 

 *Definition of Attention: “The state of selectively processing simultaneous sources of information” 

 *Attention control refers to an individual’s capacity to choose what they ignore and what they pay attention to. 

 *Similar terms: endogenous attention, executive attention 

 *Mainly mediated by the frontal areas of the brain, including the anterior cingulate cortex. 

 *Related to working memory (and other executive functions). 

 Development 

 Infancy 

 *How attention control develops?! 

 Childhood 

 *1. How it changes?! 

 Adulthood?! 

 **Any changes / problems associated with adulthood? 

 How is Attention Directed? 

 Pulvinar Nucleus of the Thalamus? 

 Attention and Eye movements 

 *Frontal eye field (FEFs) 

 *Direct connections with areas V2, V3, V4, MT and parietal cortex (all known to be influenced by attention 

 *FEF stimulation mimics physiological and behavioral effects of attention 

 Physiological Effects of Attention 

 *fMRI imaging of attention to location 

 *Enhancements in detection and reaction time are selective for spatial location 

 *Brain activity patterns shift retinotopically 

 PET imaging of attention to features 

 *Visual attention can be moved independently of eye position 

 *Used to indicate where neurons activate for different visual patterns 

 *Different areas of the cortex are involved with different types of stimuli (shape, color, motion) 

 Parietal Cortex 

 Receptive Field changes in area V4 

 Abnormal Development?! 

 *ADD / ADHD 

 *Autism 

 *Anxiety 

 *Down Syndrome 

 *Memory? / any problems with this? 

 Treatment 

 * The treatment section will discuss comorbidity, as many individuals with attentional control issues also experience other difficulties. While treatment for this condition is not a widely popular research topic, this section will briefly review what is currently available for those affected; discussing the drugs that stimulate targeted receptors. It will state side effects of the treatment and how the treatment specifically targets the problem areas. It will also look at future research, such as the idea that the circuitry model will guide treatment development of deficits in attentional control, and the use of fMRI and electrophysiological recording techniques will increase."
4852,"== Diabeetus == 

 Go Die of Diabeetus already."
60902,""" 

 == Uncommon title == 

 This present English WP article entitled Chūgi 籌木 derives from the Japanese 籌木 interwiki. I compiled Japanese synonyms given there and Chinese synonyms given in the 厕筹 interwiki, and searched for these """"shit stick"""" words in Google Books. The most commonly occurring Chinese and Japanese """"exact words"""" are: 
 *""""乾屎橛"""" 24,800 
 *""""籌木"""" 13,800 
 *""""屎橛"""" 5,920 
 *""""糞箆"""" 418 
 *""""廁籌"""" 280 
 *""""廁簡"""" 239 
 However, none of these occur with their pronunciations (e.g., kanshiketsu """"乾屎橛"""") in Google Books. D'oh! 

 These exact phrases with pronunciations do occur in full Google Web search, but see WP:GOOG. For instance, 333 occurrences of chūgi """"籌木"""", many (8 of first 10) copied from this article into WP mirrors and blogs/tweets; and 51 occurrences of kanshiketsu """"乾屎橛"""", many The Gateless Gate'' kōan references and Buddhist dictionaries.  

 The Digital Dictionary of Buddhism has two entries 
 *乾屎橛 (pr. gānshǐjué, kanshiketsu, etc.) shit stick (used for toilet paper; or Chan term of abuse from Gateless Gate kōan) 
 *籌 (pr. chóu, chū, etc.) small stake or stick (used for counting, voting, calculating, i.e., salaka [Sanskrit: Śalākā, Pali: salākā, etc.] """"stick""""; or for toilet paper) 
 If we follow WP:COMMON, what should the title be? Shit-stick? Chou/Chū 籌? Ganshijue/Kanshiketsu 乾屎橛?    """
101971,""" 

 ==Orphaned fair use image (Image:Naveenandrewspeople.jpg)== 
 Thanks for uploading Image:Naveenandrewspeople.jpg. The image description page currently specifies that the image is non-free and may only be used on Wikipedia under a claim of fair use. However, the image is currently orphaned, meaning that it is not used in any articles on Wikipedia. If the image was previously in an article, please go to the article and see why it was removed. You may add it back if you think that that will be useful. However, please note that images for which a replacement could be created are not acceptable under fair use (see our fair use policy). 

 If you have uploaded other unlicensed media, please check whether they're used in any articles or not. You can find a list of 'image' pages you have edited by clicking on the """""""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any fair use images not used in any articles will be deleted after seven days, as described on criteria for speedy deletion. Thank you.  """
71738,"== YOU == 

 i dont like you i will find u and when i do ill shove cupcakes in your mouth"
127168,"Queen 
 Hello 
 I just want to prove the fact that Queen has sold 300 million copies of albums."
104951,"Relationship between German and Dutch== 

 Very simplified, the structure would be something like this: 

 *German languages 
 **High German 
 ***Standard High German (the subject of this article) 
 **Low German 
 ***Low Franconian 
 ****Dutch 
 ****Afrikaans 
 ****Limburgish 
 ***Low Saxon 
 ***East Low German 

 =="
72600,"2006 (UTC) 

 ::I can't see anything aleatory about the Books' style either.  They use a lot of samples in their music, and there is always a chance element when working with processing and such (i.e. you don't really know how the clip is going to sound when you reverse it, until you've done it).  This isn't aleatory though.  I guess it would be closer to musique concrète.  In any case, I don't think that the Books belong here.  (This is a slightly different topic, but I think that the distinction between Boulez and Cage on this page is unclear.  Cage didn't use the term aleatory, as far as I know, and their conflict had to do with intention vs. nonintention.  Perhaps a more neutral, technical definition, not immediately connected with a composer could start the music section, followed by a brief list of a few composers and representative works, and a link to the longer article on aleatory music.  Unless there are any objections, I'll do that soon.)  09:16, 1 February"
80171,"== Puerto Rican Shits == 

 Well then which is the correct deletion tag to put on it? Because it quite clearly is nonsense! It's completely fabricated and the only reason it unbelievably survived so long is because it was written at such that some ignorant people might believe it. Or maybe there are just racist editors who like having it. Either way it needs to be deleted so if you are an admin delete it and if not add the correct tag or I will re-add it for someone else to see."
47324,"== Your edits to Abigail Taylor == 

  You currently appear to be engaged in an edit war. Note that the three-revert rule prohibits making more than three reversions in a content dispute within a 24 hour period. Additionally, users who perform a large number of reversions in content disputes may be blocked for edit warring, even if they do not technically violate the three-revert rule. If you continue, you may be blocked from editing. Please do not repeatedly revert edits, but use the talk page to work towards wording and content that gains a consensus among editors. If necessary, pursue dispute resolution.     

 : I very strongly suggest that you leave me alone.  I very strongly suggest that.  I promise you.   (  )"
77351,""" 
 :::::Whether they """"should"""" or not is irrelevant. They can, and they will, and it is the strong consensus here that it is something Admins should be able to, and that they should do it, when the editor in question is being an annoying disruptive timesink. So don't be such an annoying disruptive timesink, and it won't happen. Bitch about it, and its likely to.  """
44348,"The Sirat-e-Halbiyyah contains does mention her as his wife but says nothing about her refusal to veil herself. This is either plagiarism from some other book or the author of Note 2 has written false in the name of the book. I can post scanned pages relating to her from the book.  
    FlexibeCogito"
105881,"cool... nah wait, FUCK YOU"
146228,":::::The enforcement structure (admins and arbcom) doesn't do too bad a job with obvious, superficial incivility  namecalling and the like.  It fails spectacularly in dealing with  uncivil conduct that can't be explained with one or two context-free diffs, like misrepresenting someone else's words. I would argue that the latter type of incivility is far more destructive."
63367,"Lastly Garlaschelis Shroud is wrapped around a body, its what you would expect crude distirted images, the element that he failed to recreate is the pefect as if floating between the sheets effect. Now I wish to include my proposal I am not hear to talk about other issues that are not included in main article The Shroud of Turin is a man made piece of linen cloth bearing an image of a crucified man that has not been scientifically provan how it was created"
